Plant Name,Min Temperature,Max Temperature,Avg Temperature,Avg Rainfall,Soil,Zone,Humidity,Sunlight,Is_grow
Money Plant,9,40,24.5,1866.665,Red & Yellow,CWA,85,2.33,0
Money Plant,13.8,33,23.4,1710,Red & Yellow,AM,62,4.2,1
Money Plant,10,41,25.5,1950,Mountain,DFC,90,3,0
Money Plant,10,41,25.5,1950,Laterite,CWB,90,3,0
Money Plant,13.05,31.75,22.4,1622.5,Red & Yellow,AF,57,3.7,1
Money Plant,12.6,31,21.8,1570,Red & Yellow,AW,54,3.4,1
Money Plant,10,41,25.5,1950,Alluvial,BSH,90,3,0
Money Plant,8,39,23.5,1783.335,Alluvial,CWB,80,1.67,0
Money Plant,12.57,30.95,21.76,1566.67,Laterite,AW,53.81,3.38,1
Money Plant,14.1,33.5,23.8,1745,Alluvial,AM,64,4.4,1
Money Plant,9,40,24.5,1866.665,Arid,BSH,85,2.33,0
Money Plant,10,41,25.5,1950,Red & Yellow,CWA,90,3,0
Money Plant,12.86,31.43,22.145,1600,Laterite,AM,55.71,3.57,1
Money Plant,12.75,31.25,22,1587.5,Alluvial,AM,55,3.5,1
Money Plant,14.29,33.81,24.05,1766.665,Alluvial,AW,65.24,4.52,1
Money Plant,13.35,32.25,22.8,1657.5,Red & Yellow,AF,59,3.9,1
Money Plant,10,41,25.5,1950,Alluvial,CWA,90,3,0
Money Plant,9,40,24.5,1866.665,Mountain,ET,85,2.33,0
Money Plant,9,40,24.5,1866.665,Mountain,CWA,85,2.33,0
Money Plant,14.7,34.5,24.6,1815,Red & Yellow,AW,68,4.8,1
Money Plant,14.43,34.05,24.24,1783.33,Alluvial,AW,66.19,4.62,1
Money Plant,8,39,23.5,1783.335,Black,CWA,80,1.67,0
Money Plant,13.57,32.62,23.095,1683.33,Laterite,AM,60.48,4.05,1
Money Plant,8,39,23.5,1783.335,Alluvial,BWH,80,1.67,0
Money Plant,14.57,34.29,24.43,1800,Laterite,AM,67.14,4.71,1
Money Plant,14,33.33,23.665,1733.33,Alluvial,AW,63.33,4.33,1
Money Plant,9,40,24.5,1866.665,Laterite,CWB,85,2.33,0
Money Plant,12.71,31.19,21.95,1583.335,Laterite,AM,54.76,3.48,1
Money Plant,13.29,32.14,22.715,1650,Alluvial,AW,58.57,3.86,1
Money Plant,12,30,21,1500,Red & Yellow,AF,50,3,1
Money Plant,12.86,31.43,22.145,1600,Alluvial,AW,55.71,3.57,1
Money Plant,15,35,25,1850,Laterite,AW,70,5,1
Money Plant,13.5,32.5,23,1675,Red & Yellow,AF,60,4,1
Money Plant,13.8,33,23.4,1710,Red & Yellow,AF,62,4.2,1
Money Plant,13.14,31.9,22.52,1633.335,Laterite,AM,57.62,3.76,1
Money Plant,7,38,22.5,1700,Mountain,DFC,75,1,0
Money Plant,15,35,25,1850,Red & Yellow,AW,70,5,1
Money Plant,12.15,30.25,21.2,1517.5,Red & Yellow,AM,51,3.1,1
Money Plant,13.29,32.14,22.715,1650,Laterite,AW,58.57,3.86,1
Money Plant,12.71,31.19,21.95,1583.335,Alluvial,AW,54.76,3.48,1
Money Plant,8,39,23.5,1783.335,Arid,BWH,80,1.67,0
Money Plant,12.29,30.48,21.385,1533.335,Laterite,AM,51.9,3.19,1
Money Plant,8,39,23.5,1783.335,Alluvial,CWA,80,1.67,0
Money Plant,8,39,23.5,1783.335,Mountain,CWA,80,1.67,0
Money Plant,14.71,34.52,24.615,1816.665,Alluvial,AW,68.1,4.81,1
Money Plant,14.86,34.76,24.81,1833.335,Laterite,AW,69.05,4.9,1
Money Plant,12.45,30.75,21.6,1552.5,Red & Yellow,AM,53,3.3,1
Money Plant,8,39,23.5,1783.335,Red & Yellow,CSA,80,1.67,0
Money Plant,13,31.67,22.335,1616.67,Laterite,AW,56.67,3.67,1
Money Plant,13.65,32.75,23.2,1692.5,Red & Yellow,AW,61,4.1,1
Money Plant,13.35,32.25,22.8,1657.5,Red & Yellow,AW,59,3.9,1
Money Plant,12.15,30.25,21.2,1517.5,Red & Yellow,AF,51,3.1,1
Money Plant,7,38,22.5,1700,Mountain,CFA,75,1,0
Money Plant,7,38,22.5,1700,Alluvial,BWH,75,1,0
Money Plant,13,31.67,22.335,1616.67,Laterite,AM,56.67,3.67,1
Money Plant,13.95,33.25,23.6,1727.5,Red & Yellow,AF,63,4.3,1
Money Plant,12.45,30.75,21.6,1552.5,Alluvial,AM,53,3.3,1
Money Plant,13.5,32.5,23,1675,Red & Yellow,AW,60,4,1
Money Plant,7,38,22.5,1700,Red & Yellow,BSH,75,1,0
Money Plant,10,41,25.5,1950,Black,CWA,90,3,0
Money Plant,9,40,24.5,1866.665,Alluvial,BSH,85,2.33,0
Money Plant,7,38,22.5,1700,Red & Yellow,ET,75,1,0
Money Plant,7,38,22.5,1700,Mountain,CWB,75,1,0
Money Plant,9,40,24.5,1866.665,Red & Yellow,CWB,85,2.33,0
Money Plant,13.86,33.1,23.48,1716.665,Alluvial,AW,62.38,4.24,1
Money Plant,13.65,32.75,23.2,1692.5,Alluvial,AM,61,4.1,1
Money Plant,8,39,23.5,1783.335,Mountain,CWB,80,1.67,0
Money Plant,12.14,30.24,21.19,1516.665,Laterite,AW,50.95,3.1,1
Money Plant,14.29,33.81,24.05,1766.665,Laterite,AW,65.24,4.52,1
Money Plant,8,39,23.5,1783.335,Mountain,AW,80,1.67,0
Money Plant,7,38,22.5,1700,Black,BSH,75,1,0
Money Plant,13.14,31.9,22.52,1633.335,Alluvial,AW,57.62,3.76,1
Money Plant,12.29,30.48,21.385,1533.335,Laterite,AW,51.9,3.19,1
Money Plant,10,41,25.5,1950,Red & Yellow,CSA,90,3,0
Money Plant,8,39,23.5,1783.335,Laterite,BWH,80,1.67,0
Money Plant,13.2,32,22.6,1640,Red & Yellow,AW,58,3.8,1
Money Plant,8,39,23.5,1783.335,Red & Yellow,BSH,80,1.67,0
Money Plant,15,35,25,1850,Red & Yellow,AF,70,5,1
Money Plant,10,41,25.5,1950,Mountain,CWA,90,3,0
Money Plant,13.2,32,22.6,1640,Red & Yellow,AM,58,3.8,1
Money Plant,15,35,25,1850,Alluvial,AW,70,5,1
Money Plant,9,40,24.5,1866.665,Red & Yellow,BSH,85,2.33,0
Money Plant,10,41,25.5,1950,Laterite,CWA,90,3,0
Money Plant,12,30,21,1500,Laterite,AW,50,3,1
Money Plant,10,41,25.5,1950,Red & Yellow,CWB,90,3,0
Money Plant,14.86,34.76,24.81,1833.335,Laterite,AM,69.05,4.9,1
Money Plant,12.57,30.95,21.76,1566.67,Laterite,AM,53.81,3.38,1
Money Plant,13.57,32.62,23.095,1683.33,Alluvial,AW,60.48,4.05,1
Money Plant,8,39,23.5,1783.335,Mountain,ET,80,1.67,0
Money Plant,12,30,21,1500,Red & Yellow,AM,50,3,1
Money Plant,14.4,34,24.2,1780,Red & Yellow,AM,66,4.6,1
Money Plant,9,40,24.5,1866.665,Black,BSH,85,2.33,0
Money Plant,9,40,24.5,1866.665,Mountain,AW,85,2.33,0
Money Plant,12.9,31.5,22.2,1605,Alluvial,AM,56,3.6,1
Money Plant,7,38,22.5,1700,Arid,BSH,75,1,0
Money Plant,13.05,31.75,22.4,1622.5,Alluvial,AM,57,3.7,1
Money Plant,15,35,25,1850,Laterite,AM,70,5,1
Money Plant,7,38,22.5,1700,Red & Yellow,CWB,75,1,0
Money Plant,14.86,34.76,24.81,1833.335,Alluvial,AW,69.05,4.9,1
Money Plant,9,40,24.5,1866.665,Mountain,CWB,85,2.33,0
Money Plant,7,38,22.5,1700,Red & Yellow,CSA,75,1,0
Money Plant,8,39,23.5,1783.335,Black,BSH,80,1.67,0
Money Plant,13.71,32.86,23.285,1700,Alluvial,AW,61.43,4.14,1
Money Plant,8,39,23.5,1783.335,Red & Yellow,CWA,80,1.67,0
Money Plant,9,40,24.5,1866.665,Red & Yellow,CSA,85,2.33,0
Money Plant,13.8,33,23.4,1710,Alluvial,AM,62,4.2,1
Money Plant,12.71,31.19,21.95,1583.335,Laterite,AW,54.76,3.48,1
Money Plant,7,38,22.5,1700,Arid,BWH,75,1,0
Money Plant,14.55,34.25,24.4,1797.5,Red & Yellow,AF,67,4.7,1
Money Plant,10,41,25.5,1950,Red & Yellow,ET,90,3,0
Money Plant,14.7,34.5,24.6,1815,Red & Yellow,AF,68,4.8,1
Money Plant,12.45,30.75,21.6,1552.5,Red & Yellow,AW,53,3.3,1
Money Plant,8,39,23.5,1783.335,Mountain,DFC,80,1.67,0
Money Plant,14.1,33.5,23.8,1745,Red & Yellow,AM,64,4.4,1
Money Plant,12.9,31.5,22.2,1605,Red & Yellow,AW,56,3.6,1
Money Plant,8,39,23.5,1783.335,Laterite,CWB,80,1.67,0
Money Plant,13.86,33.1,23.48,1716.665,Laterite,AM,62.38,4.24,1
Money Plant,14.4,34,24.2,1780,Red & Yellow,AW,66,4.6,1
Money Plant,14.7,34.5,24.6,1815,Alluvial,AM,68,4.8,1
Money Plant,13.05,31.75,22.4,1622.5,Red & Yellow,AM,57,3.7,1
Money Plant,10,41,25.5,1950,Mountain,CWB,90,3,0
Money Plant,13.43,32.38,22.905,1666.67,Laterite,AM,59.52,3.95,1
Money Plant,12.3,30.5,21.4,1535,Red & Yellow,AW,52,3.2,1
Money Plant,14,33.33,23.665,1733.33,Laterite,AW,63.33,4.33,1
Money Plant,7,38,22.5,1700,Alluvial,BSH,75,1,0
Money Plant,14.43,34.05,24.24,1783.33,Laterite,AW,66.19,4.62,1
Money Plant,9,40,24.5,1866.665,Black,CWA,85,2.33,0
Money Plant,7,38,22.5,1700,Laterite,CWB,75,1,0
Money Plant,9,40,24.5,1866.665,Mountain,AM,85,2.33,0
Money Plant,12.9,31.5,22.2,1605,Red & Yellow,AF,56,3.6,1
Money Plant,13.95,33.25,23.6,1727.5,Red & Yellow,AW,63,4.3,1
Money Plant,12.45,30.75,21.6,1552.5,Red & Yellow,AF,53,3.3,1
Money Plant,13.14,31.9,22.52,1633.335,Laterite,AW,57.62,3.76,1
Money Plant,10,41,25.5,1950,Mountain,CFA,90,3,0
Money Plant,10,41,25.5,1950,Mountain,AM,90,3,0
Money Plant,10,41,25.5,1950,Mountain,ET,90,3,0
Money Plant,9,40,24.5,1866.665,Mountain,DFC,85,2.33,0
Money Plant,10,41,25.5,1950,Red & Yellow,BSH,90,3,0
Money Plant,13.86,33.1,23.48,1716.665,Laterite,AW,62.38,4.24,1
Money Plant,14.55,34.25,24.4,1797.5,Alluvial,AM,67,4.7,1
Money Plant,12.75,31.25,22,1587.5,Red & Yellow,AF,55,3.5,1
Money Plant,14.25,33.75,24,1762.5,Red & Yellow,AW,65,4.5,1
Money Plant,13.29,32.14,22.715,1650,Laterite,AM,58.57,3.86,1
Money Plant,12.43,30.71,21.57,1550,Alluvial,AW,52.86,3.29,1
Money Plant,12.6,31,21.8,1570,Alluvial,AM,54,3.4,1
Money Plant,12.43,30.71,21.57,1550,Laterite,AM,52.86,3.29,1
Money Plant,13.57,32.62,23.095,1683.33,Laterite,AW,60.48,4.05,1
Money Plant,13,31.67,22.335,1616.67,Alluvial,AW,56.67,3.67,1
Money Plant,8,39,23.5,1783.335,Red & Yellow,CWB,80,1.67,0
Money Plant,9,40,24.5,1866.665,Laterite,BSH,85,2.33,0
Lucky Bamboo,18.38,30.38,24.38,1696.43,Alluvial,AM,63.81,3.38,1
Lucky Bamboo,19.8,31.8,25.8,1962.5,Red & Yellow,AF,78,4.8,1
Lucky Bamboo,18.1,30.1,24.1,1642.855,Laterite,AM,60.95,3.1,1
Lucky Bamboo,18.1,30.1,24.1,1643.75,Red & Yellow,CWA,61,3.1,1
Lucky Bamboo,14,34,24,1600,Black,CWA,30,7,0
Lucky Bamboo,18.67,30.67,24.67,1750,Laterite,CWA,66.67,3.67,1
Lucky Bamboo,19.33,31.33,25.33,1875,Laterite,CWA,73.33,4.33,1
Lucky Bamboo,15.33,34.67,25,1800,Mountain,CWA,43.33,9.67,0
Lucky Bamboo,16,35,25.5,1900,Mountain,AW,50,11,0
Lucky Bamboo,19.1,31.1,25.1,1831.25,Red & Yellow,CWA,71,4.1,1
Lucky Bamboo,16,35,25.5,1900,Mountain,AM,50,11,0
Lucky Bamboo,18.4,30.4,24.4,1700,Red & Yellow,CWA,64,3.4,1
Lucky Bamboo,15.33,34.67,25,1800,Mountain,CWB,43.33,9.67,0
Lucky Bamboo,20,32,26,2000,Red & Yellow,AF,80,5,1
Lucky Bamboo,19.24,31.24,25.24,1857.14,Laterite,CWA,72.38,4.24,1
Lucky Bamboo,15.33,34.67,25,1800,Arid,BSH,43.33,9.67,0
Lucky Bamboo,19,31,25,1812.5,Alluvial,CWA,70,4,1
Lucky Bamboo,18.48,30.48,24.48,1714.285,Laterite,CWA,64.76,3.48,1
Lucky Bamboo,16,35,25.5,1900,Black,CWA,50,11,0
Lucky Bamboo,18.2,30.2,24.2,1662.5,Red & Yellow,AF,62,3.2,1
Lucky Bamboo,19.7,31.7,25.7,1943.75,Red & Yellow,AM,77,4.7,1
Lucky Bamboo,14,34,24,1600,Black,BSH,30,7,0
Lucky Bamboo,19.5,31.5,25.5,1906.25,Alluvial,CWA,75,4.5,1
Lucky Bamboo,14.67,34.33,24.5,1700,Alluvial,AW,36.67,8.33,0
Lucky Bamboo,16,35,25.5,1900,Laterite,BWH,50,11,0
Lucky Bamboo,19.7,31.7,25.7,1943.75,Red & Yellow,CWA,77,4.7,1
Lucky Bamboo,15.33,34.67,25,1800,Black,CWA,43.33,9.67,0
Lucky Bamboo,19.2,31.2,25.2,1850,Red & Yellow,AM,72,4.2,1
Lucky Bamboo,19.4,31.4,25.4,1887.5,Alluvial,CWA,74,4.4,1
Lucky Bamboo,19.62,31.62,25.62,1928.57,Alluvial,AM,76.19,4.62,1
Lucky Bamboo,18.8,30.8,24.8,1775,Red & Yellow,AF,68,3.8,1
Lucky Bamboo,19.7,31.7,25.7,1943.75,Alluvial,CWA,77,4.7,1
Lucky Bamboo,19.05,31.05,25.05,1821.425,Laterite,AM,70.48,4.05,1
Lucky Bamboo,19.05,31.05,25.05,1821.425,Laterite,CWA,70.48,4.05,1
Lucky Bamboo,18.76,30.76,24.76,1767.86,Alluvial,AM,67.62,3.76,1
Lucky Bamboo,14.67,34.33,24.5,1700,Alluvial,CWB,36.67,8.33,0
Lucky Bamboo,19.6,31.6,25.6,1925,Red & Yellow,CWA,76,4.6,1
Lucky Bamboo,16,35,25.5,1900,Alluvial,BWH,50,11,0
Lucky Bamboo,18.95,30.95,24.95,1803.575,Alluvial,AM,69.52,3.95,1
Lucky Bamboo,14.67,34.33,24.5,1700,Mountain,ET,36.67,8.33,0
Lucky Bamboo,14.67,34.33,24.5,1700,Mountain,CWB,36.67,8.33,0
Lucky Bamboo,19.2,31.2,25.2,1850,Alluvial,CWA,72,4.2,1
Lucky Bamboo,19.71,31.71,25.71,1946.43,Laterite,CWA,77.14,4.71,1
Lucky Bamboo,18.57,30.57,24.57,1732.145,Laterite,AM,65.71,3.57,1
Lucky Bamboo,15.33,34.67,25,1800,Red & Yellow,CSA,43.33,9.67,0
Lucky Bamboo,15.33,34.67,25,1800,Laterite,BSH,43.33,9.67,0
Lucky Bamboo,18.57,30.57,24.57,1732.145,Alluvial,AM,65.71,3.57,1
Lucky Bamboo,19.81,31.81,25.81,1964.285,Laterite,AM,78.1,4.81,1
Lucky Bamboo,19.3,31.3,25.3,1868.75,Red & Yellow,AF,73,4.3,1
Lucky Bamboo,18.8,30.8,24.8,1775,Red & Yellow,CWA,68,3.8,1
Lucky Bamboo,14.67,34.33,24.5,1700,Laterite,BWH,36.67,8.33,0
Lucky Bamboo,18.1,30.1,24.1,1643.75,Red & Yellow,AF,61,3.1,1
Lucky Bamboo,18.76,30.76,24.76,1767.86,Laterite,CWA,67.62,3.76,1
Lucky Bamboo,14.67,34.33,24.5,1700,Laterite,AW,36.67,8.33,0
Lucky Bamboo,15.33,34.67,25,1800,Alluvial,AW,43.33,9.67,0
Lucky Bamboo,20,32,26,2000,Red & Yellow,CWA,80,5,1
Lucky Bamboo,18,30,24,1625,Laterite,AM,60,3,1
Lucky Bamboo,18.57,30.57,24.57,1732.145,Laterite,CWA,65.71,3.57,1
Lucky Bamboo,14,34,24,1600,Arid,BSH,30,7,0
Lucky Bamboo,19.9,31.9,25.9,1981.25,Red & Yellow,AM,79,4.9,1
Lucky Bamboo,19.3,31.3,25.3,1868.75,Red & Yellow,AM,73,4.3,1
Lucky Bamboo,18.4,30.4,24.4,1700,Alluvial,CWA,64,3.4,1
Lucky Bamboo,19.2,31.2,25.2,1850,Red & Yellow,AF,72,4.2,1
Lucky Bamboo,19.9,31.9,25.9,1982.145,Laterite,CWA,79.05,4.9,1
Lucky Bamboo,14,34,24,1600,Laterite,BSH,30,7,0
Lucky Bamboo,19,31,25,1812.5,Red & Yellow,CWA,70,4,1
Lucky Bamboo,19.8,31.8,25.8,1962.5,Alluvial,CWA,78,4.8,1
Lucky Bamboo,18.76,30.76,24.76,1767.86,Laterite,AM,67.62,3.76,1
Lucky Bamboo,19.3,31.3,25.3,1868.75,Red & Yellow,CWA,73,4.3,1
Lucky Bamboo,19.43,31.43,25.43,1892.855,Laterite,CWA,74.29,4.43,1
Lucky Bamboo,16,35,25.5,1900,Mountain,CFA,50,11,0
Lucky Bamboo,18,30,24,1625,Alluvial,CWA,60,3,1
Lucky Bamboo,18.1,30.1,24.1,1642.855,Alluvial,AM,60.95,3.1,1
Lucky Bamboo,16,35,25.5,1900,Red & Yellow,CSA,50,11,0
Lucky Bamboo,18.38,30.38,24.38,1696.43,Laterite,CWA,63.81,3.38,1
Lucky Bamboo,18.67,30.67,24.67,1750,Alluvial,AM,66.67,3.67,1
Lucky Bamboo,18.19,30.19,24.19,1660.715,Laterite,AM,61.9,3.19,1
Lucky Bamboo,14.67,34.33,24.5,1700,Black,BSH,36.67,8.33,0
Lucky Bamboo,14,34,24,1600,Red & Yellow,CWB,30,7,0
Lucky Bamboo,14.67,34.33,24.5,1700,Mountain,CFA,36.67,8.33,0
Lucky Bamboo,16,35,25.5,1900,Black,BSH,50,11,0
Lucky Bamboo,18.29,30.29,24.29,1678.57,Laterite,AM,62.86,3.29,1
Lucky Bamboo,19.81,31.81,25.81,1964.285,Alluvial,AM,78.1,4.81,1
Lucky Bamboo,15.33,34.67,25,1800,Laterite,BWH,43.33,9.67,0
Lucky Bamboo,18.1,30.1,24.1,1643.75,Alluvial,CWA,61,3.1,1
Lucky Bamboo,14,34,24,1600,Mountain,AM,30,7,0
Lucky Bamboo,14,34,24,1600,Red & Yellow,CSA,30,7,0
Lucky Bamboo,19.33,31.33,25.33,1875,Alluvial,AM,73.33,4.33,1
Lucky Bamboo,16,35,25.5,1900,Black,AW,50,11,0
Lucky Bamboo,14.67,34.33,24.5,1700,Mountain,CWA,36.67,8.33,0
Lucky Bamboo,19.6,31.6,25.6,1925,Red & Yellow,AF,76,4.6,1
Lucky Bamboo,16,35,25.5,1900,Mountain,DFC,50,11,0
Lucky Bamboo,19.52,31.52,25.52,1910.715,Alluvial,AM,75.24,4.52,1
Lucky Bamboo,16,35,25.5,1900,Alluvial,AW,50,11,0
Lucky Bamboo,14.67,34.33,24.5,1700,Mountain,DFC,36.67,8.33,0
Lucky Bamboo,18.48,30.48,24.48,1714.285,Alluvial,AM,64.76,3.48,1
Lucky Bamboo,16,35,25.5,1900,Alluvial,CWB,50,11,0
Lucky Bamboo,19.9,31.9,25.9,1982.145,Laterite,AM,79.05,4.9,1
Lucky Bamboo,14,34,24,1600,Alluvial,CWB,30,7,0
Lucky Bamboo,18.95,30.95,24.95,1803.575,Laterite,AM,69.52,3.95,1
Lucky Bamboo,19.1,31.1,25.1,1831.25,Red & Yellow,AF,71,4.1,1
Lucky Bamboo,16,35,25.5,1900,Red & Yellow,ET,50,11,0
Lucky Bamboo,18.2,30.2,24.2,1662.5,Red & Yellow,AM,62,3.2,1
Lucky Bamboo,18.5,30.5,24.5,1718.75,Alluvial,CWA,65,3.5,1
Lucky Bamboo,19.1,31.1,25.1,1831.25,Alluvial,CWA,71,4.1,1
Lucky Bamboo,18,30,24,1625,Alluvial,AM,60,3,1
Lucky Bamboo,19.05,31.05,25.05,1821.425,Alluvial,AM,70.48,4.05,1
Lucky Bamboo,15.33,34.67,25,1800,Alluvial,BWH,43.33,9.67,0
Lucky Bamboo,19.9,31.9,25.9,1982.145,Alluvial,AM,79.05,4.9,1
Lucky Bamboo,14.67,34.33,24.5,1700,Black,AW,36.67,8.33,0
Lucky Bamboo,14.67,34.33,24.5,1700,Arid,BWH,36.67,8.33,0
Lucky Bamboo,19.71,31.71,25.71,1946.43,Laterite,AM,77.14,4.71,1
Lucky Bamboo,19.8,31.8,25.8,1962.5,Red & Yellow,CWA,78,4.8,1
Lucky Bamboo,15.33,34.67,25,1800,Arid,BWH,43.33,9.67,0
Lucky Bamboo,14.67,34.33,24.5,1700,Red & Yellow,BSH,36.67,8.33,0
Lucky Bamboo,19.4,31.4,25.4,1887.5,Red & Yellow,CWA,74,4.4,1
Lucky Bamboo,15.33,34.67,25,1800,Mountain,AW,43.33,9.67,0
Lucky Bamboo,19.6,31.6,25.6,1925,Alluvial,CWA,76,4.6,1
Lucky Bamboo,19.9,31.9,25.9,1981.25,Alluvial,CWA,79,4.9,1
Lucky Bamboo,18.67,30.67,24.67,1750,Laterite,AM,66.67,3.67,1
Lucky Bamboo,19.9,31.9,25.9,1981.25,Red & Yellow,CWA,79,4.9,1
Lucky Bamboo,18.4,30.4,24.4,1700,Red & Yellow,AM,64,3.4,1
Lucky Bamboo,18.4,30.4,24.4,1700,Red & Yellow,AF,64,3.4,1
Lucky Bamboo,18.3,30.3,24.3,1681.25,Red & Yellow,AM,63,3.3,1
Lucky Bamboo,15.33,34.67,25,1800,Mountain,ET,43.33,9.67,0
Lucky Bamboo,18.9,30.9,24.9,1793.75,Red & Yellow,AF,69,3.9,1
Lucky Bamboo,14,34,24,1600,Mountain,CWB,30,7,0
Lucky Bamboo,19.5,31.5,25.5,1906.25,Red & Yellow,AF,75,4.5,1
Lucky Bamboo,20,32,26,2000,Red & Yellow,AM,80,5,1
Lucky Bamboo,18.29,30.29,24.29,1678.57,Alluvial,AM,62.86,3.29,1
Lucky Bamboo,18.6,30.6,24.6,1737.5,Red & Yellow,AM,66,3.6,1
Lucky Bamboo,16,35,25.5,1900,Red & Yellow,CWB,50,11,0
Lucky Bamboo,15.33,34.67,25,1800,Mountain,AM,43.33,9.67,0
Lucky Bamboo,18.86,30.86,24.86,1785.715,Laterite,CWA,68.57,3.86,1
Lucky Bamboo,14,34,24,1600,Laterite,AW,30,7,0
Lucky Bamboo,15.33,34.67,25,1800,Red & Yellow,ET,43.33,9.67,0
Lucky Bamboo,18,30,24,1625,Laterite,CWA,60,3,1
Lucky Bamboo,19.71,31.71,25.71,1946.43,Alluvial,AM,77.14,4.71,1
Lucky Bamboo,14.67,34.33,24.5,1700,Alluvial,BWH,36.67,8.33,0
Lucky Bamboo,18.86,30.86,24.86,1785.715,Laterite,AM,68.57,3.86,1
Lucky Bamboo,19.14,31.14,25.14,1839.285,Laterite,AM,71.43,4.14,1
Lucky Bamboo,16,35,25.5,1900,Alluvial,BSH,50,11,0
Lucky Bamboo,18.9,30.9,24.9,1793.75,Red & Yellow,CWA,69,3.9,1
Lucky Bamboo,19.5,31.5,25.5,1906.25,Red & Yellow,AM,75,4.5,1
Lucky Bamboo,15.33,34.67,25,1800,Mountain,DFC,43.33,9.67,0
Lucky Bamboo,18,30,24,1625,Red & Yellow,AF,60,3,1
Lucky Bamboo,14,34,24,1600,Mountain,CFA,30,7,0
Lucky Bamboo,16,35,25.5,1900,Red & Yellow,AW,50,11,0
Lucky Bamboo,15.33,34.67,25,1800,Alluvial,CWB,43.33,9.67,0
Lucky Bamboo,19.4,31.4,25.4,1887.5,Red & Yellow,AF,74,4.4,1
Lucky Bamboo,19.24,31.24,25.24,1857.14,Laterite,AM,72.38,4.24,1
Lucky Bamboo,18.29,30.29,24.29,1678.57,Laterite,CWA,62.86,3.29,1
Lucky Bamboo,14.67,34.33,24.5,1700,Mountain,AW,36.67,8.33,0
Lucky Bamboo,19,31,25,1812.5,Red & Yellow,AM,70,4,1
Lucky Bamboo,15.33,34.67,25,1800,Alluvial,BSH,43.33,9.67,0
Lucky Bamboo,15.33,34.67,25,1800,Laterite,AW,43.33,9.67,0
Lucky Bamboo,18.2,30.2,24.2,1662.5,Red & Yellow,CWA,62,3.2,1
Lucky Bamboo,16,35,25.5,1900,Mountain,CWB,50,11,0
Lucky Bamboo,20,32,26,2000,Alluvial,AM,80,5,1
Lucky Bamboo,18.86,30.86,24.86,1785.715,Alluvial,AM,68.57,3.86,1
Lucky Bamboo,19.14,31.14,25.14,1839.285,Alluvial,AM,71.43,4.14,1
Lucky Bamboo,18.19,30.19,24.19,1660.715,Alluvial,AM,61.9,3.19,1
Lucky Bamboo,19.9,31.9,25.9,1981.25,Red & Yellow,AF,79,4.9,1
Lucky Bamboo,15.33,34.67,25,1800,Mountain,CFA,43.33,9.67,0
Lucky Bamboo,14.67,34.33,24.5,1700,Red & Yellow,CWB,36.67,8.33,0
Lucky Bamboo,18.9,30.9,24.9,1793.75,Alluvial,CWA,69,3.9,1
Lucky Bamboo,18.9,30.9,24.9,1793.75,Red & Yellow,AM,69,3.9,1
Lucky Bamboo,16,35,25.5,1900,Arid,BSH,50,11,0
Lucky Bamboo,18.5,30.5,24.5,1718.75,Red & Yellow,CWA,65,3.5,1
Lucky Bamboo,19.33,31.33,25.33,1875,Laterite,AM,73.33,4.33,1
Lucky Bamboo,19.6,31.6,25.6,1925,Red & Yellow,AM,76,4.6,1
Lucky Bamboo,15.33,34.67,25,1800,Red & Yellow,BSH,43.33,9.67,0
Lucky Bamboo,18,30,24,1625,Red & Yellow,AM,60,3,1
Lucky Bamboo,18.3,30.3,24.3,1681.25,Alluvial,CWA,63,3.3,1
Lucky Bamboo,15.33,34.67,25,1800,Red & Yellow,CWB,43.33,9.67,0
Lucky Bamboo,14,34,24,1600,Black,AW,30,7,0
Lucky Bamboo,14.67,34.33,24.5,1700,Laterite,BSH,36.67,8.33,0
Lucky Bamboo,19.43,31.43,25.43,1892.855,Alluvial,AM,74.29,4.43,1
Lucky Bamboo,16,35,25.5,1900,Laterite,AW,50,11,0
Lucky Bamboo,19.52,31.52,25.52,1910.715,Laterite,AM,75.24,4.52,1
Lucky Bamboo,18.6,30.6,24.6,1737.5,Red & Yellow,AF,66,3.6,1
Lucky Bamboo,18.38,30.38,24.38,1696.43,Laterite,AM,63.81,3.38,1
Lucky Bamboo,14.67,34.33,24.5,1700,Red & Yellow,ET,36.67,8.33,0
Lucky Bamboo,19.81,31.81,25.81,1964.285,Laterite,CWA,78.1,4.81,1
Lucky Bamboo,18.3,30.3,24.3,1681.25,Red & Yellow,AF,63,3.3,1
Lucky Bamboo,18.8,30.8,24.8,1775,Alluvial,CWA,68,3.8,1
Lucky Bamboo,18.1,30.1,24.1,1642.855,Laterite,CWA,60.95,3.1,1
Lucky Bamboo,14,34,24,1600,Red & Yellow,BSH,30,7,0
Lucky Bamboo,19.24,31.24,25.24,1857.14,Alluvial,AM,72.38,4.24,1
Lucky Bamboo,14,34,24,1600,Alluvial,BWH,30,7,0
Lucky Bamboo,14,34,24,1600,Mountain,DFC,30,7,0
Lucky Bamboo,18.48,30.48,24.48,1714.285,Laterite,AM,64.76,3.48,1
Lucky Bamboo,16,35,25.5,1900,Arid,BWH,50,11,0
Lucky Bamboo,19.62,31.62,25.62,1928.57,Laterite,AM,76.19,4.62,1
Lucky Bamboo,14.67,34.33,24.5,1700,Red & Yellow,AW,36.67,8.33,0
